title,print_issn,e_issn,field,ajg_2024
International Journal of Game Theory,0020-7276,1432-1270,ECON,2
International Journal of Health Economics and Management,2199-9023,2199-9031,ECON,2
International Journal of the Economics of Business,1357-1516,1466-1829,ECON,2
International Review of Economics and Finance,1059-0560,1873-8036,ECON,2
International Review of Environmental and Resource Economics,1932-1465,1932-1473,ECON,2
International Review of Law and Economics,0144-8188,1873-6394,ECON,2
Journal of African Economies,0963-8024,1464-3723,ECON,2
Journal of Agrarian Change,1471-0358,1471-0366,ECON,2
Journal of Agricultural and Resource Economics,1068-5502,2327-8285,ECON,2
Journal of Applied Probability,0021-9002,1475-6072,ECON,2
Journal of Applied Statistics,0266-4763,1360-0532,ECON,2
Journal of Behavioral and Experimental Economics,2214-8043,2214-8051,ECON,2
Journal of Business Economics,0044-2372,1861-8928,ECON,2
Journal of Cultural Economics,0885-2545,1573-6997,ECON,2
Journal of Economic Inequality,1569-1721,1573-8701,ECON,2
Journal of Economic Issues,0021-3624,1946-326X,ECON,2
Journal of Economic Methodology,1350-178X,1469-9427,ECON,2
Journal of Economic Studies,0144-3585,1758-7387,ECON,2
Journal of Economic Surveys,0950-0804,1467-6419,ECON,2
Journal of Economics/ Zeitschrift fur Nationalokonomie,0931-8658,1617-7134,ECON,2
Journal of Evolutionary Economics,0936-9937,1432-1386,ECON,2
Journal of Family and Economic Issues,1058-0476,1573-3475,ECON,2
Journal of Forest Economics,1104-6899,1618-1530,ECON,2
Journal of Housing Economics,1051-1377,1096-0791,ECON,2
"Journal of Industry, Competition and Trade",1566-1679,1573-7012,ECON,2
Journal of Institutional and Theoretical Economics,0932-4569,1614-0559,ECON,2
Journal of International Development,0954-1748,1099-1328,ECON,2
Journal of Macroeconomics,0164-0704,1873-152X,ECON,2
Journal of Nonparametric Statistics,1048-5252,1029-0311,ECON,2
Journal of Policy Modeling,0161-8938,1873-8060,ECON,2
Journal of Post Keynesian Economics,0160-3477,1557-7821,ECON,2
Journal of Productivity Analysis,0895-562X,1573-0441,ECON,2
Journal of Public Economic Theory,1467-9779,1097-3923,ECON,2
Journal of Regulatory Economics,0922-680X,1573-0468,ECON,2
Journal of Statistical Planning and Inference,0378-3758,1873-1171,ECON,2
Journal of the Economics of Ageing,2212-828X,2212-8298,ECON,2
Journal of the Japanese and International Economies,0889-1583,1095-8681,ECON,2
Journal of Time Series Econometrics,2194-6507,1941-1928,ECON,2
Macroeconomic Dynamics,1365-1005,1469-8056,ECON,2
Managerial and Decision Economics,0143-6570,1099-1468,ECON,2
Manchester School,1463-6786,1467-9957,ECON,2
Mathematical Social Sciences,0165-4896,1879-3118,ECON,2
National Tax Journal,0028-0283,1944-7477,ECON,2
Networks and Spatial Economics,1566-113X,1572-9427,ECON,2
North American Journal of Economics and Finance,1062-9408,1879-0860,ECON,2
Open Economies Review,0923-7992,1573-708X,ECON,2
Oxford Development Studies,1360-0818,1469-9966,ECON,2
Oxford Review of Economic Policy,0266-903X,1460-2121,ECON,2
Pacific Economic Review,1361-374X,1468-0106,ECON,2
PharmacoEconomics,1170-7690,1179-2027,ECON,2
Quarterly Review of Economics and Finance,1062-9769,1878-4259,ECON,2
Rationality and Society,1043-4631,1461-7358,ECON,2
Resource and Energy Economics,0928-7655,1873-0221,ECON,2
Resources Policy,0301-4207,1873-7641,ECON,2
Review of Behavioral Economics,2326-6198,2326-6201,ECON,2
Review of Development Economics,1363-6669,1467-9361,ECON,2
Review of Economic Design,1434-4742,1434-4750,ECON,2
Review of Economics of the Household,1569-5239,1573-7152,ECON,2
Review of Environmental Economics and Policy,1750-6816,1750-6824,ECON,2
Review of Industrial Organization,0889-938X,1573-7160,ECON,2
Review of International Economics,0965-7576,1467-9396,ECON,2
Review of Law and Economics,1555-5879,1555-5879,ECON,2
Review of Network Economics,2194-5993,1446-9022,ECON,2
Review of Political Economy,0953-8259,1465-3982,ECON,2
Review of World Economics,1610-2878,1610-2886,ECON,2
Scottish Journal of Political Economy,0036-9292,1467-9485,ECON,2
Southern Economic Journal,0038-4038,2325-8012,ECON,2
Spatial Economic Analysis,1742-1772,1742-1780,ECON,2
Stata Journal,1536-867X,1536-8734,ECON,2
Statistics and Probability Letters,0167-7152,1879-2103,ECON,2
Studies in Nonlinear Dynamics and Econometrics,1081-1826,1558-3708,ECON,2
World Bank Research Observer,0257-3032,1564-6971,ECON,2
World Economy,0378-5920,1467-9701,ECON,2
Advances in Austrian Economics,1529-2134,,ECON,1
Advances in Decision Sciences,2090-3359,2090-3367,ECON,1
Agrekon,0303-1853,2078-0400,ECON,1
Agricultural and Resource Economics Review,1068-2805,2372-2614,ECON,1
Annals of Economics and Statistics,2115-4430,1968-3863,ECON,1
Applied Economic Analysis,2632-7627,2632-7627,ECON,1
Applied Economics Letters,1350-4851,1466-4291,ECON,1
Applied Health Economics and Heath Policy,1175-5652,1179-1896,ECON,1
"Aquaculture, Economics and Management",1365-7305,1551-8663,ECON,1
Asian Economic Journal,1351-3958,1467-8381,ECON,1
Asian Economic Papers,1535-3516,1536-0083,ECON,1
Atlantic Economic Journal,0197-4254,1573-9678,ECON,1
Australian Economic Papers,0004-900X,1467-8454,ECON,1
Australian Economic Review,0004-9018,1467-8462,ECON,1
Baltic Journal of Economics,1406-099X,2334-4385,ECON,1
Behavioural Public Policy ,2398-063X,2398-0648,ECON,1
Bulletin of Indonesian Economic Studies,0007-4918,1472-7234,ECON,1
Business Economics,0007-666X,1554-432X,ECON,1
China Agricultural Economic Review,1756-137X,1756-1388,ECON,1
China and World Economy,1671-2234,1749-124X,ECON,1
China Economic Journal,1753-8963,1753-8971,ECON,1
Cogent Economics and Finance,,2332-2039,ECON,1
Comparative Economic Studies,0888-7233,1478-3320,ECON,1
Computational Economics,0927-7099,1572-9974,ECON,1
Constitutional Political Economy,1043-4062,1572-9966,ECON,1
Contemporary Economics,2084-0845,2300-8814,ECON,1
Credit and Capital Markets,2199-1227,2199-1235,ECON,1
De Economist,0013-063X,1572-9982,ECON,1
Decisions in Economics and Finance,1593-8883,1129-6569,ECON,1
Dynamic Games and Applications,2153-0785,2153-0793,ECON,1
Eastern Economic Journal,0094-5056,1939-4632,ECON,1
Eastern European Economics,0012-8775,1557-9298,ECON,1
Econometrics,,2225-1146,ECON,1
EconomiA,1517-7580,2358-2820,ECON,1
Economia Agraria y Recursos Naturales – Agricultural and Resource Economics,1578-0732,2174-7350,ECON,1
Economic Analysis and Policy,0313-5926,0313-5926,ECON,1
Economic and Social Review,0012-9984,0012-9984,ECON,1
Economic Change and Restructuring,1573-9414,1574-0277,ECON,1
Economic Issues,1363-7029,2514-5479,ECON,1
Economic Notes,0391-5026,1468-0300,ECON,1
Economic Research-Ekonomska Istraživanja,1331-677X,1848-9664,ECON,1
Economics and Business Letters,,2254-4380,ECON,1
Economics and Sociology,2071-789X,2306-3459,ECON,1
Economics of Energy and Environmental Policy,2160-5882,2160-5890,ECON,1
Economics of Governance,1435-6104,1435-8131,ECON,1
Economics of Transportation,2212-0122,2212-0130,ECON,1
Economies,,2227-7099,ECON,1
Economists' Voice,1553-3832,1553-3832,ECON,1
Education Economics,0964-5292,1469-5782,ECON,1
Ekonomicheskaya Politika / Economic Policy,1994-5124,2411-2658,ECON,1
Ekonomista,0013-3205,2299-6184,ECON,1
Empirica,0340-8744,1573-6911,ECON,1
Environmental Economics and Policy Studies,1432-847X,1867-383X,ECON,1
Eurasian Economic Review,1309-422X,2147-429X,ECON,1
European Journal of Economics and Economic Policies: Intervention,2052-7764,2052-7772,ECON,1
European Journal of Law and Economics,0929-1261,1572-9990,ECON,1
FinanzArchiv,0015-2218,1614-0974,ECON,1
Forum for Health Economics and Policy,2194-6191,1558-9544,ECON,1
Foundations and Trends in Econometrics,1551-3076,1551-3084,ECON,1
Games,2073-4336,,ECON,1
Global Economic Review,1226-508X,1744-3873,ECON,1
Global Economy Journal,2194-5659,1553-5304,ECON,1
Global Journal of Emerging Market Economies,0974-9101,0975-2730,ECON,1
Hacienda Pública Española / Review of Public Economics,0210-1173,2386-4176,ECON,1
Interdisciplinary Journal of Economics and Business Law,2047-8747,2047-8755,ECON,1
Intereconomics,0020-5346,1613-964X,ECON,1
International Advances in Economic Research,1083-0898,1573-966X,ECON,1
International Economic Journal,1016-8737,1743-517X,ECON,1
International Economics,2110-7017,2542-6869,ECON,1
International Game Theory Review,0219-1989,1793-6675,ECON,1
International Journal of Computational Economics and Econometrics,1757-1170,1757-1189,ECON,1
International Journal of Ecological Economics and Statistics,0973-1385,0973-7537,ECON,1
International Journal of Happiness and Development,2049-2790,2049-2804,ECON,1
International Journal of Political Economy,0891-1916,1558-0970,ECON,1
International Journal of Social Economics,0306-8293,1758-6712,ECON,1
International Review of Applied Economics,0269-2171,1465-3486,ECON,1
Jahrbucher fur Nationalokonomie und Statistik,0021-4027,2366-049X,ECON,1
Japan and the World Economy,0922-1425,1879-2006,ECON,1
Japanese Economic Review,1352-4739,1468-5876,ECON,1
Japanese Political Economy,2329-194X,2329-1958,ECON,1
Journal for Labour Market Research,1614-3485,1867-8343,ECON,1
Journal of Agricultural & Applied Economics,1074-0708,2056-7405,ECON,1
Journal of Agricultural and Food Industrial Organization,1542-0485,1542-0485,ECON,1
Journal of Air Transport Management,0969-6997,1873-2089,ECON,1
Journal of Applied Economics,1514-0326,1667-6726,ECON,1
Journal of Asian Economics,1049-0078,1873-7927,ECON,1
Journal of Bioeconomics,1387-6996,1573-6989,ECON,1
Journal of Choice Modelling,1755-5345,1755-5345,ECON,1
Journal of Competition Law & Economics,1744-6414,1744-6422,ECON,1
Journal of Developing Areas,0022-037X,1548-2278,ECON,1
Journal of Econometric Methods,,2156-6674,ECON,1
Journal of Economic and Administrative Sciences,2054-6238,2054-6246,ECON,1
Journal of Economic and Financial Sciences,1995-7076,2312-2803,ECON,1
Journal of Economic Asymmetries,1703-4949,2352-8397,ECON,1
Journal of Economic Cooperation and Development,1308-7800,2980-1125,ECON,1
Journal of Economic Education,0022-0485,2152-4068,ECON,1
Journal of Economic Integration,1225-651X,1976-5525,ECON,1
Journal of Economic Interaction and Coordination,1860-711X,1860-7128,ECON,1
Journal of Economic Policy Reform,1748-7870,1748-7889,ECON,1
Journal of Gambling Business and Economics ,,1751-8008,ECON,1
Journal of Income Distribution,0926-6437,1874-6322,ECON,1
Journal of Industrial and Business Economics,0391-2078,1972-4977,ECON,1
Journal of Interdisciplinary Economics,0260-1079,2321-5305,ECON,1
Journal of International Trade and Economic Development,0963-8199,1469-9559,ECON,1
Journal of Mechanism and Institution Design,2399-844X,2399-8458,ECON,1
Journal of Media Economics,0899-7764,1532-7736,ECON,1
Journal of the Asia Pacific Economy,1354-7860,1469-9648,ECON,1
Journal of the Economic Science Association,2199-6776,2199-6784,ECON,1
Man and the Economy,2196-9639,2196-9647,ECON,1
Metroeconomica,0026-1386,1467-999X,ECON,1
Mineral Economics,2191-2203,2191-2211,ECON,1
Montenegrin Journal of Economics,1800-5845,1800-6698,ECON,1
National Institute Economic Review,0027-9501,1741-3036,ECON,1
Natural Resources Journal,0028-0739,0028-0739,ECON,1
NETNOMICS: Economic Research and Electronic Networking,1385-9587,1573-7071,ECON,1
New Zealand Economic Papers,0077-9954,1943-4863,ECON,1
"Peace Economics, Peace Science and Public Policy",1079-2457,1554-8597,ECON,1
Portuguese Economic Journal,1617-982X,1617-9838,ECON,1
Post-Communist Economies,1463-1377,1465-3958,ECON,1
PSL Quarterly Review,2037-3635,2037-3643,ECON,1
Quantitative and Qualitative Analysis in Social Sciences,1752-8925,1752-8925,ECON,1
